Unnamed: 0,Drug_ID,Drug,property,canonical_smiles
860,860,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314,3,COc1ccc2c3c1OC1C(OC(C)=O)=CCC4C(C2)N(C)CCC314
861,861,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,3,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
862,862,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,3,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12
863,863,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,3,NC(=O)c1ccc(F)c2c1CC(N(C1CCC1)C1CCC1)CO2
864,864,CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1,3,CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1
865,865,O=C(NCc1ccccc1)OCCO,3,O=C(NCc1ccccc1)OCCO
866,866,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,3,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O
867,867,OCC1(CO)COC(C(Cl)(Cl)Cl)OC1,3,OCC1(CO)COC(C(Cl)(Cl)Cl)OC1
868,868,Cc1cccc(Cc2cnc[nH]2)c1C,3,Cc1cccc(Cc2cnc[nH]2)c1C
869,869,COc1ccccc1OCC(O)COC(N)=O,3,COc1ccccc1OCC(O)COC(N)=O
870,870,COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C,3,COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccccc4)NC3(C)C)C2SC1(C)C
871,871,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,3,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
872,872,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,3,CCCCCCCCCC1(C)OCC(COC(N)=O)O1
873,873,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,3,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21
874,874,CCOc1ccc(NC(C)=O)cc1,3,CCOc1ccc(NC(C)=O)cc1
875,875,CCCN(CCC)CCc1cccc2c1CC(=O)N2,3,CCCN(CCC)CCc1cccc2c1CC(=O)N2
876,876,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,3,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1
877,877,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)(F)C(=O)C(C)C(O)C1(C)O
878,878,CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,3,CCC(NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
879,879,Cc1csc(N=C(N)N)n1,3,Cc1csc(N=C(N)N)n1
880,880,CC(N)Cc1ccccc1,3,CC(N)Cc1ccccc1
881,881,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,3,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
882,882,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
883,883,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],3,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
884,884,CCCl,3,CCCl
885,885,CO/N=C(\C(=O)NC1C(=O)N(OCC(=O)O)[C@H]1C)c1csc(N)n1,3,CON=C(C(=O)NC1C(=O)N(OCC(=O)O)C1C)c1csc(N)n1
886,886,CN(C)CCC(c1ccccc1)c1ccccn1,3,CN(C)CCC(c1ccccc1)c1ccccn1
887,887,O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1,3,O=C1NC(=O)C(CC2CCCCN2)(c2ccccc2)C(=O)N1
888,888,O=C(O)CCCCCC[NH2+]C1c2ccccc2CCc2ccccc21.[Cl-],3,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
889,889,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,3,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
890,890,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1,3,O=C1CCC(=O)N1CC1CCC2CN(c3ncccn3)CCN2C1
891,891,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
892,892,CNC[C@H](O)c1ccc(O)c(O)c1,3,CNCC(O)c1ccc(O)c(O)c1
893,893,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,3,O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2
894,894,CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12,3,CN1CCC2=C(CC1)c1cc(C#N)ccc1Sc1ccccc12
895,895,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,3,CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1
896,896,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,3,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
897,897,O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1,3,O=C(Nc1ccccc1)OCC1(COC(=O)Nc2ccccc2)CCCC1
898,898,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,3,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
899,899,CCN(CC)CCNC(=O)COc1ccc(OC)cc1.[Cl-].[H+],3,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
900,900,Nc1ccc(N=Nc2ccccc2)c(N)n1,3,Nc1ccc(N=Nc2ccccc2)c(N)n1
901,901,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,3,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21
902,902,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,3,CNCCCC1(C)CN(c2ccccc2)c2ccccc21
903,903,CCCCCCSc1nsnc1C1=CCCN(C)C1,3,CCCCCCSc1nsnc1C1=CCCN(C)C1
904,904,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,3,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1
905,905,C1CCCCC1,3,C1CCCCC1
906,906,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
907,907,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,3,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21
908,908,Clc1cccc(Cl)c1NC1=NCCO1,3,Clc1cccc(Cl)c1NC1=NCCO1
909,909,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,3,COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC
910,910,C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,3,CC(=C(CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
911,911,CN(C)CCC(c1ccccc1)C1CCCCC1,3,CN(C)CCC(c1ccccc1)C1CCCCC1
912,912,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
913,913,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,3,CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
914,914,OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,3,OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1
915,915,O=c1ncnc2[nH][nH]cc1-2,3,O=c1ncnc2[nH][nH]cc1-2
916,916,O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,3,O=C1CCNc2ccc(Cl)cc2N1c1ccccc1
917,917,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,3,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
918,918,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
919,919,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,3,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
920,920,CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,3,CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2
921,921,CNC(=O)NC(O)C(Cl)(Cl)Cl,3,CNC(=O)NC(O)C(Cl)(Cl)Cl
922,922,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O
923,923,C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,3,CC1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O
924,924,OCCCOc1cccc(CN2CCCCC2)c1,3,OCCCOc1cccc(CN2CCCCC2)c1
925,925,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
926,926,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,3,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2
927,927,O=C1NC(CCCl)Oc2ccccc21,3,O=C1NC(CCCl)Oc2ccccc21
928,928,CCCC(=O)O[C@]1(C(=O)COC(C)=O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,3,CCCC(=O)OC1(C(=O)COC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C
929,929,COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,3,COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C
930,930,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,3,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
931,931,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC,3,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC)C1OC
932,932,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,3,CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C
933,933,CCCC(O)Cl,3,CCCC(O)Cl
934,934,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,3,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
935,935,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CCl)O1,3,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CCl)O1
936,936,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,3,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
937,937,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,3,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O
938,938,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,3,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
939,939,NNC(=O)c1ccncc1,3,NNC(=O)c1ccncc1
940,940,CC(=O)N1CCN(C(=O)Cc2ccc([S@@](C)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,3,CC(=O)N1CCN(C(=O)Cc2ccc(S(C)=O)cc2)C(CN2CCC(O)C2)C1
941,941,C[C@H](N)C(=O)c1ccccc1,3,CC(N)C(=O)c1ccccc1
942,942,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,3,COc1ccc(N2CC(CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1
943,943,CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,3,CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1
944,944,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,3,CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O
945,945,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,3,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21
946,946,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,3,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
947,947,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
948,948,COc1cc(C(=O)/C=C/N2CC=CC2)cc(OC)c1OC,3,COc1cc(C(=O)C=CN2CC=CC2)cc(OC)c1OC
949,949,CNCCCN1Cc2ccccc2Cc2ccccc21,3,CNCCCN1Cc2ccccc2Cc2ccccc21
950,950,CNC1CCC(c2ccccc2)c2ccccc21,3,CNC1CCC(c2ccccc2)c2ccccc21
951,951,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,3,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
952,952,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
953,953,CCC(C(N)=O)N1CCCC1=O,3,CCC(C(N)=O)N1CCCC1=O
954,954,FC(Br)C(F)(F)F,3,FC(Br)C(F)(F)F
955,955,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
956,956,Cc1ccccc1,3,Cc1ccccc1
957,957,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,3,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O
958,958,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC,3,COc1ccc(CCN2CCN(c3cccc(Cl)c3)CC2)cc1OC
959,959,O=c1[nH]oc2c1CCNC2,3,O=c1[nH]oc2c1CCNC2
960,960,CO[C@@]1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21.[Na],3,COC1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21
961,961,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,3,CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O
962,962,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,3,Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3
963,963,CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,3,CC(=O)Nc1ccc(OC(=O)C2CCC(=O)N2)cc1
964,964,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
965,965,CCC(=O)N(c1ccc(Cl)c(Cl)c1)[C@@H]1CCC[C@H]1N(C)C,3,CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C
